Metric,Date,Value,Ticker,Segment,CAGR_Dimension
Basic EPS,2023-12-31,36.993962,ROKO-B,income_statement,Basic EPS
Basic EPS,2024-12-31,48.003256,ROKO-B,income_statement,Basic EPS
Total Revenue,2021-12-31,17496000000.0,STOR-B,income_statement,Total Revenue
Total Revenue,2022-12-31,34250000000.0,STOR-B,income_statement,Total Revenue
Total Revenue,2023-12-31,36006000000.0,STOR-B,income_statement,Total Revenue
Total Revenue,2024-12-31,34182000000.0,STOR-B,income_statement,Total Revenue
Basic EPS,2021-12-31,0.6,STOR-B,income_statement,Basic EPS
Basic EPS,2022-12-31,0.86,STOR-B,income_statement,Basic EPS
Basic EPS,2023-12-31,0.47,STOR-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,STOR-B,income_statement,Basic EPS
Total Revenue,2021-12-31,10114000000.0,SAMPO-SDB,income_statement,Total Revenue
Total Revenue,2022-12-31,7698000000.0,SAMPO-SDB,income_statement,Total Revenue
Total Revenue,2023-12-31,8511000000.0,SAMPO-SDB,income_statement,Total Revenue
Total Revenue,2024-12-31,9546000000.0,SAMPO-SDB,income_statement,Total Revenue
Basic EPS,2021-12-31,0.926,SAMPO-SDB,income_statement,Basic EPS
Basic EPS,2022-12-31,0.794,SAMPO-SDB,income_statement,Basic EPS
Basic EPS,2023-12-31,0.524,SAMPO-SDB,income_statement,Basic EPS
Basic EPS,2024-12-31,0.45,SAMPO-SDB,income_statement,Basic EPS
Total Revenue,2021-12-31,7993000000.0,ALIF-B,income_statement,Total Revenue
Total Revenue,2022-12-31,9084000000.0,ALIF-B,income_statement,Total Revenue
Total Revenue,2023-12-31,9685000000.0,ALIF-B,income_statement,Total Revenue
Total Revenue,2024-12-31,10286000000.0,ALIF-B,income_statement,Total Revenue
Basic EPS,2021-12-31,6.03,ALIF-B,income_statement,Basic EPS
Basic EPS,2022-12-31,3.96,ALIF-B,income_statement,Basic EPS
Basic EPS,2023-12-31,1.56,ALIF-B,income_statement,Basic EPS
Basic EPS,2024-12-31,2.06,ALIF-B,income_statement,Basic EPS
Total Revenue,2022-12-31,11718000000.0,ASKER,income_statement,Total Revenue
Total Revenue,2023-12-31,13453000000.0,ASKER,income_statement,Total Revenue
Total Revenue,2024-12-31,15025000000.0,ASKER,income_statement,Total Revenue
Basic EPS,2022-12-31,1.122608,ASKER,income_statement,Basic EPS
Basic EPS,2023-12-31,0.529976,ASKER,income_statement,Basic EPS
Basic EPS,2024-12-31,0.939858,ASKER,income_statement,Basic EPS
Total Revenue,2021-12-31,37417000000.0,AZN,income_statement,Total Revenue
Total Revenue,2022-12-31,44351000000.0,AZN,income_statement,Total Revenue
Total Revenue,2023-12-31,45811000000.0,AZN,income_statement,Total Revenue
Total Revenue,2024-12-31,54073000000.0,AZN,income_statement,Total Revenue
Basic EPS,2021-12-31,0.08,AZN,income_statement,Basic EPS
Basic EPS,2022-12-31,2.12,AZN,income_statement,Basic EPS
Basic EPS,2023-12-31,3.84,AZN,income_statement,Basic EPS
Basic EPS,2024-12-31,4.54,AZN,income_statement,Basic EPS
Total Revenue,2021-12-31,23146000.0,BIOA-B,income_statement,Total Revenue
Total Revenue,2022-12-31,228291000.0,BIOA-B,income_statement,Total Revenue
Total Revenue,2023-12-31,615995000.0,BIOA-B,income_statement,Total Revenue
Total Revenue,2024-12-31,257352000.0,BIOA-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.36,BIOA-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.13,BIOA-B,income_statement,Basic EPS
Basic EPS,2023-12-31,2.6,BIOA-B,income_statement,Basic EPS
Basic EPS,2024-12-31,-2.0,BIOA-B,income_statement,Basic EPS
Total Revenue,2021-12-31,212885000.0,BONEX,income_statement,Total Revenue
Total Revenue,2022-12-31,328818000.0,BONEX,income_statement,Total Revenue
Total Revenue,2023-12-31,591077000.0,BONEX,income_statement,Total Revenue
Total Revenue,2024-12-31,898727000.0,BONEX,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.34,BONEX,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.06,BONEX,income_statement,Basic EPS
Basic EPS,2023-12-31,3.77,BONEX,income_statement,Basic EPS
Basic EPS,2024-12-31,2.04,BONEX,income_statement,Basic EPS
Total Revenue,2021-12-31,600570000.0,CAMX,income_statement,Total Revenue
Total Revenue,2022-12-31,956340000.0,CAMX,income_statement,Total Revenue
Total Revenue,2023-12-31,1716850000.0,CAMX,income_statement,Total Revenue
Total Revenue,2024-12-31,1867581000.0,CAMX,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.66,CAMX,income_statement,Basic EPS
Basic EPS,2022-12-31,1.01,CAMX,income_statement,Basic EPS
Basic EPS,2023-12-31,7.78,CAMX,income_statement,Basic EPS
Basic EPS,2024-12-31,7.39,CAMX,income_statement,Basic EPS
Total Revenue,2022-04-30,14548000000.0,EKTA-B,income_statement,Total Revenue
Total Revenue,2023-04-30,16869000000.0,EKTA-B,income_statement,Total Revenue
Total Revenue,2024-04-30,18119000000.0,EKTA-B,income_statement,Total Revenue
Total Revenue,2025-04-30,18016000000.0,EKTA-B,income_statement,Total Revenue
Basic EPS,2022-04-30,3.02,EKTA-B,income_statement,Basic EPS
Basic EPS,2023-04-30,2.47,EKTA-B,income_statement,Basic EPS
Basic EPS,2024-04-30,3.41,EKTA-B,income_statement,Basic EPS
Basic EPS,2025-04-30,0.62,EKTA-B,income_statement,Basic EPS
Total Revenue,2021-12-31,27049000000.0,GETI-B,income_statement,Total Revenue
Total Revenue,2022-12-31,28291000000.0,GETI-B,income_statement,Total Revenue
Total Revenue,2023-12-31,31827000000.0,GETI-B,income_statement,Total Revenue
Total Revenue,2024-12-31,34759000000.0,GETI-B,income_statement,Total Revenue
Basic EPS,2021-12-31,10.9,GETI-B,income_statement,Basic EPS
Basic EPS,2022-12-31,9.15,GETI-B,income_statement,Basic EPS
Basic EPS,2023-12-31,8.86,GETI-B,income_statement,Basic EPS
Basic EPS,2024-12-31,6.01,GETI-B,income_statement,Basic EPS
Total Revenue,2021-12-31,1377400000.0,MCOV-B,income_statement,Total Revenue
Total Revenue,2022-12-31,1510200000.0,MCOV-B,income_statement,Total Revenue
Total Revenue,2023-12-31,1746400000.0,MCOV-B,income_statement,Total Revenue
Total Revenue,2024-12-31,2091800000.0,MCOV-B,income_statement,Total Revenue
Basic EPS,2021-12-31,0.686,MCOV-B,income_statement,Basic EPS
Basic EPS,2022-12-31,0.079,MCOV-B,income_statement,Basic EPS
Basic EPS,2023-12-31,0.118,MCOV-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.112,MCOV-B,income_statement,Basic EPS
Total Revenue,2022-04-30,1949140000.0,SECT-B,income_statement,Total Revenue
Total Revenue,2023-04-30,2350752000.0,SECT-B,income_statement,Total Revenue
Total Revenue,2024-04-30,2963607000.0,SECT-B,income_statement,Total Revenue
Total Revenue,2025-04-30,3239811000.0,SECT-B,income_statement,Total Revenue
Basic EPS,2022-04-30,1.63,SECT-B,income_statement,Basic EPS
Basic EPS,2023-04-30,1.95,SECT-B,income_statement,Basic EPS
Basic EPS,2024-04-30,2.22,SECT-B,income_statement,Basic EPS
Basic EPS,2025-04-30,2.92,SECT-B,income_statement,Basic EPS
Total Revenue,2021-12-31,15529000000.0,SOBI,income_statement,Total Revenue
Total Revenue,2022-12-31,18790000000.0,SOBI,income_statement,Total Revenue
Total Revenue,2023-12-31,22123000000.0,SOBI,income_statement,Total Revenue
Total Revenue,2024-12-31,26027000000.0,SOBI,income_statement,Total Revenue
Basic EPS,2021-12-31,8.672958,SOBI,income_statement,Basic EPS
Basic EPS,2022-12-31,8.52,SOBI,income_statement,Basic EPS
Basic EPS,2023-12-31,7.47,SOBI,income_statement,Basic EPS
Basic EPS,2024-12-31,11.37,SOBI,income_statement,Basic EPS
Total Revenue,2021-12-31,173350000.0,VIMIAN,income_statement,Total Revenue
Total Revenue,2022-12-31,281308000.0,VIMIAN,income_statement,Total Revenue
Total Revenue,2023-12-31,331700000.0,VIMIAN,income_statement,Total Revenue
Total Revenue,2024-12-31,374800000.0,VIMIAN,income_statement,Total Revenue
Basic EPS,2021-12-31,0.019366,VIMIAN,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.019366,VIMIAN,income_statement,Basic EPS
Basic EPS,2023-12-31,0.02,VIMIAN,income_statement,Basic EPS
Basic EPS,2024-12-31,0.04,VIMIAN,income_statement,Basic EPS
Total Revenue,2021-12-31,1681000000.0,VITR,income_statement,Total Revenue
Total Revenue,2022-12-31,3234000000.0,VITR,income_statement,Total Revenue
Total Revenue,2023-12-31,3512000000.0,VITR,income_statement,Total Revenue
Total Revenue,2024-12-31,3609000000.0,VITR,income_statement,Total Revenue
Basic EPS,2021-12-31,2.97,VITR,income_statement,Basic EPS
Basic EPS,2022-12-31,2.91,VITR,income_statement,Basic EPS
Basic EPS,2023-12-31,-28.44,VITR,income_statement,Basic EPS
Basic EPS,2024-12-31,3.79,VITR,income_statement,Basic EPS
Total Revenue,2021-12-31,28945000000.0,ABB,income_statement,Total Revenue
Total Revenue,2022-12-31,29446000000.0,ABB,income_statement,Total Revenue
Total Revenue,2023-12-31,32235000000.0,ABB,income_statement,Total Revenue
Total Revenue,2024-12-31,32850000000.0,ABB,income_statement,Total Revenue
Basic EPS,2021-12-31,2.27,ABB,income_statement,Basic EPS
Basic EPS,2022-12-31,1.3,ABB,income_statement,Basic EPS
Basic EPS,2023-12-31,2.02,ABB,income_statement,Basic EPS
Basic EPS,2024-12-31,2.13,ABB,income_statement,Basic EPS
Total Revenue,2022-03-31,14038000000.0,ADDT-B,income_statement,Total Revenue
Total Revenue,2023-03-31,18714000000.0,ADDT-B,income_statement,Total Revenue
Total Revenue,2024-03-31,20019000000.0,ADDT-B,income_statement,Total Revenue
Total Revenue,2025-03-31,21796000000.0,ADDT-B,income_statement,Total Revenue
Basic EPS,2022-03-31,4.0,ADDT-B,income_statement,Basic EPS
Basic EPS,2023-03-31,5.55,ADDT-B,income_statement,Basic EPS
Basic EPS,2024-03-31,6.05,ADDT-B,income_statement,Basic EPS
Basic EPS,2025-03-31,7.0,ADDT-B,income_statement,Basic EPS
Total Revenue,2021-12-31,20104000000.0,AFRY,income_statement,Total Revenue
Total Revenue,2022-12-31,23552000000.0,AFRY,income_statement,Total Revenue
Total Revenue,2023-12-31,26978000000.0,AFRY,income_statement,Total Revenue
Total Revenue,2024-12-31,27160000000.0,AFRY,income_statement,Total Revenue
Basic EPS,2021-12-31,9.97,AFRY,income_statement,Basic EPS
Basic EPS,2022-12-31,8.6,AFRY,income_statement,Basic EPS
Basic EPS,2023-12-31,9.71,AFRY,income_statement,Basic EPS
Basic EPS,2024-12-31,10.85,AFRY,income_statement,Basic EPS
Total Revenue,2021-12-31,40911000000.0,ALFA,income_statement,Total Revenue
Total Revenue,2022-12-31,52135000000.0,ALFA,income_statement,Total Revenue
Total Revenue,2023-12-31,63598000000.0,ALFA,income_statement,Total Revenue
Total Revenue,2024-12-31,66953000000.0,ALFA,income_statement,Total Revenue
Basic EPS,2021-12-31,11.38,ALFA,income_statement,Basic EPS
Basic EPS,2022-12-31,10.89,ALFA,income_statement,Basic EPS
Basic EPS,2023-12-31,15.31,ALFA,income_statement,Basic EPS
Basic EPS,2024-12-31,17.88,ALFA,income_statement,Basic EPS
Total Revenue,2021-12-31,95007000000.0,ASSA-B,income_statement,Total Revenue
Total Revenue,2022-12-31,120793000000.0,ASSA-B,income_statement,Total Revenue
Total Revenue,2023-12-31,140716000000.0,ASSA-B,income_statement,Total Revenue
Total Revenue,2024-12-31,150162000000.0,ASSA-B,income_statement,Total Revenue
Basic EPS,2021-12-31,9.81,ASSA-B,income_statement,Basic EPS
Basic EPS,2022-12-31,11.97,ASSA-B,income_statement,Basic EPS
Basic EPS,2023-12-31,12.27,ASSA-B,income_statement,Basic EPS
Basic EPS,2024-12-31,14.08,ASSA-B,income_statement,Basic EPS
Total Revenue,2021-12-31,110912000000.0,ATCO-A,income_statement,Total Revenue
Total Revenue,2022-12-31,141325000000.0,ATCO-A,income_statement,Total Revenue
Total Revenue,2023-12-31,172664000000.0,ATCO-A,income_statement,Total Revenue
Total Revenue,2024-12-31,176771000000.0,ATCO-A,income_statement,Total Revenue
Basic EPS,2021-12-31,3.72,ATCO-A,income_statement,Basic EPS
Basic EPS,2022-12-31,4.82,ATCO-A,income_statement,Basic EPS
Basic EPS,2023-12-31,5.76,ATCO-A,income_statement,Basic EPS
Basic EPS,2024-12-31,6.11,ATCO-A,income_statement,Basic EPS
Total Revenue,2021-12-31,110912000000.0,ATCO-B,income_statement,Total Revenue
Total Revenue,2022-12-31,141325000000.0,ATCO-B,income_statement,Total Revenue
Total Revenue,2023-12-31,172664000000.0,ATCO-B,income_statement,Total Revenue
Total Revenue,2024-12-31,176771000000.0,ATCO-B,income_statement,Total Revenue
Basic EPS,2021-12-31,3.72,ATCO-B,income_statement,Basic EPS
Basic EPS,2022-12-31,4.82,ATCO-B,income_statement,Basic EPS
Basic EPS,2023-12-31,5.76,ATCO-B,income_statement,Basic EPS
Basic EPS,2024-12-31,6.11,ATCO-B,income_statement,Basic EPS
Total Revenue,2021-12-31,16905000000.0,BEIJ-B,income_statement,Total Revenue
Total Revenue,2022-12-31,22638000000.0,BEIJ-B,income_statement,Total Revenue
Total Revenue,2023-12-31,32150000000.0,BEIJ-B,income_statement,Total Revenue
Total Revenue,2024-12-31,35662000000.0,BEIJ-B,income_statement,Total Revenue
Basic EPS,2021-12-31,2.36241,BEIJ-B,income_statement,Basic EPS
Basic EPS,2022-12-31,3.0,BEIJ-B,income_statement,Basic EPS
Basic EPS,2023-12-31,4.88,BEIJ-B,income_statement,Basic EPS
Basic EPS,2024-12-31,4.39,BEIJ-B,income_statement,Basic EPS
Total Revenue,2021-12-31,21876000000.0,BRAV,income_statement,Total Revenue
Total Revenue,2022-12-31,26303000000.0,BRAV,income_statement,Total Revenue
Total Revenue,2023-12-31,29423000000.0,BRAV,income_statement,Total Revenue
Total Revenue,2024-12-31,29653000000.0,BRAV,income_statement,Total Revenue
Basic EPS,2021-12-31,5.66,BRAV,income_statement,Basic EPS
Basic EPS,2022-12-31,6.22,BRAV,income_statement,Basic EPS
Basic EPS,2023-12-31,6.02,BRAV,income_statement,Basic EPS
Basic EPS,2024-12-31,5.17,BRAV,income_statement,Basic EPS
Total Revenue,2021-12-31,7862000000.0,EPRO-B,income_statement,Total Revenue
Total Revenue,2022-12-31,11037000000.0,EPRO-B,income_statement,Total Revenue
Total Revenue,2023-12-31,11848000000.0,EPRO-B,income_statement,Total Revenue
Total Revenue,2024-12-31,12583000000.0,EPRO-B,income_statement,Total Revenue
Basic EPS,2021-12-31,1.69,EPRO-B,income_statement,Basic EPS
Basic EPS,2022-12-31,2.39,EPRO-B,income_statement,Basic EPS
Basic EPS,2023-12-31,2.7,EPRO-B,income_statement,Basic EPS
Basic EPS,2024-12-31,2.79,EPRO-B,income_statement,Basic EPS
Total Revenue,2021-12-31,1488000000.0,ENGCON-B,income_statement,Total Revenue
Total Revenue,2022-12-31,1938000000.0,ENGCON-B,income_statement,Total Revenue
Total Revenue,2023-12-31,1898000000.0,ENGCON-B,income_statement,Total Revenue
Total Revenue,2024-12-31,1649000000.0,ENGCON-B,income_statement,Total Revenue
Basic EPS,2021-12-31,2.516248,ENGCON-B,income_statement,Basic EPS
Basic EPS,2022-12-31,2.01,ENGCON-B,income_statement,Basic EPS
Basic EPS,2023-12-31,1.81,ENGCON-B,income_statement,Basic EPS
Basic EPS,2024-12-31,1.42,ENGCON-B,income_statement,Basic EPS
Total Revenue,2021-12-31,39645000000.0,EPI-A,income_statement,Total Revenue
Total Revenue,2022-12-31,49694000000.0,EPI-A,income_statement,Total Revenue
Total Revenue,2023-12-31,60343000000.0,EPI-A,income_statement,Total Revenue
Total Revenue,2024-12-31,63604000000.0,EPI-A,income_statement,Total Revenue
Basic EPS,2021-12-31,5.85,EPI-A,income_statement,Basic EPS
Basic EPS,2022-12-31,6.96,EPI-A,income_statement,Basic EPS
Basic EPS,2023-12-31,7.82,EPI-A,income_statement,Basic EPS
Basic EPS,2024-12-31,7.23,EPI-A,income_statement,Basic EPS
Total Revenue,2021-12-31,39645000000.0,EPI-B,income_statement,Total Revenue
Total Revenue,2022-12-31,49694000000.0,EPI-B,income_statement,Total Revenue
Total Revenue,2023-12-31,60343000000.0,EPI-B,income_statement,Total Revenue
Total Revenue,2024-12-31,63604000000.0,EPI-B,income_statement,Total Revenue
Basic EPS,2021-12-31,5.85,EPI-B,income_statement,Basic EPS
Basic EPS,2022-12-31,6.96,EPI-B,income_statement,Basic EPS
Basic EPS,2023-12-31,7.82,EPI-B,income_statement,Basic EPS
Basic EPS,2024-12-31,7.23,EPI-B,income_statement,Basic EPS
Total Revenue,2021-12-31,21715000000.0,INDT,income_statement,Total Revenue
Total Revenue,2022-12-31,27016000000.0,INDT,income_statement,Total Revenue
Total Revenue,2023-12-31,31835000000.0,INDT,income_statement,Total Revenue
Total Revenue,2024-12-31,32544000000.0,INDT,income_statement,Total Revenue
Basic EPS,2021-12-31,5.76,INDT,income_statement,Basic EPS
Basic EPS,2022-12-31,7.36,INDT,income_statement,Basic EPS
Basic EPS,2023-12-31,7.86,INDT,income_statement,Basic EPS
Basic EPS,2024-12-31,7.55,INDT,income_statement,Basic EPS
Total Revenue,2021-12-31,17480000000.0,LIFCO-B,income_statement,Total Revenue
Total Revenue,2022-12-31,21552000000.0,LIFCO-B,income_statement,Total Revenue
Total Revenue,2023-12-31,24454000000.0,LIFCO-B,income_statement,Total Revenue
Total Revenue,2024-12-31,26137000000.0,LIFCO-B,income_statement,Total Revenue
Basic EPS,2021-12-31,5.26,LIFCO-B,income_statement,Basic EPS
Basic EPS,2022-12-31,6.13,LIFCO-B,income_statement,Basic EPS
Basic EPS,2023-12-31,7.21,LIFCO-B,income_statement,Basic EPS
Basic EPS,2024-12-31,7.27,LIFCO-B,income_statement,Basic EPS
Total Revenue,2021-12-31,9648000000.0,LIAB,income_statement,Total Revenue
Total Revenue,2022-12-31,12366000000.0,LIAB,income_statement,Total Revenue
Total Revenue,2023-12-31,13114000000.0,LIAB,income_statement,Total Revenue
Total Revenue,2024-12-31,13323000000.0,LIAB,income_statement,Total Revenue
Basic EPS,2021-12-31,7.02,LIAB,income_statement,Basic EPS
Basic EPS,2022-12-31,12.73,LIAB,income_statement,Basic EPS
Basic EPS,2023-12-31,11.07,LIAB,income_statement,Basic EPS
Basic EPS,2024-12-31,4.1,LIAB,income_statement,Basic EPS
Total Revenue,2021-12-31,19723000000.0,LOOMIS,income_statement,Total Revenue
Total Revenue,2022-12-31,25315000000.0,LOOMIS,income_statement,Total Revenue
Total Revenue,2023-12-31,28707000000.0,LOOMIS,income_statement,Total Revenue
Total Revenue,2024-12-31,30442000000.0,LOOMIS,income_statement,Total Revenue
Basic EPS,2021-12-31,14.74,LOOMIS,income_statement,Basic EPS
Basic EPS,2022-12-31,21.93,LOOMIS,income_statement,Basic EPS
Basic EPS,2023-12-31,21.0,LOOMIS,income_statement,Basic EPS
Basic EPS,2024-12-31,23.51,LOOMIS,income_statement,Basic EPS
Total Revenue,2021-12-31,7348000000.0,MTRS,income_statement,Total Revenue
Total Revenue,2022-12-31,10386000000.0,MTRS,income_statement,Total Revenue
Total Revenue,2023-12-31,13930000000.0,MTRS,income_statement,Total Revenue
Total Revenue,2024-12-31,15453000000.0,MTRS,income_statement,Total Revenue
Basic EPS,2021-12-31,2.81,MTRS,income_statement,Basic EPS
Basic EPS,2022-12-31,3.18,MTRS,income_statement,Basic EPS
Basic EPS,2023-12-31,4.3,MTRS,income_statement,Basic EPS
Basic EPS,2024-12-31,5.33,MTRS,income_statement,Basic EPS
Total Revenue,2021-12-31,53414000000.0,NCC-A,income_statement,Total Revenue
Total Revenue,2022-12-31,54198000000.0,NCC-A,income_statement,Total Revenue
Total Revenue,2023-12-31,56932000000.0,NCC-A,income_statement,Total Revenue
Total Revenue,2024-12-31,61609000000.0,NCC-A,income_statement,Total Revenue
Basic EPS,2021-12-31,14.02,NCC-A,income_statement,Basic EPS
Basic EPS,2022-12-31,10.29,NCC-A,income_statement,Basic EPS
Basic EPS,2023-12-31,16.11,NCC-A,income_statement,Basic EPS
Basic EPS,2024-12-31,16.08,NCC-A,income_statement,Basic EPS
Total Revenue,2021-12-31,53414000000.0,NCC-B,income_statement,Total Revenue
Total Revenue,2022-12-31,54198000000.0,NCC-B,income_statement,Total Revenue
Total Revenue,2023-12-31,56932000000.0,NCC-B,income_statement,Total Revenue
Total Revenue,2024-12-31,61609000000.0,NCC-B,income_statement,Total Revenue
Basic EPS,2021-12-31,14.02,NCC-B,income_statement,Basic EPS
Basic EPS,2022-12-31,10.29,NCC-B,income_statement,Basic EPS
Basic EPS,2023-12-31,16.11,NCC-B,income_statement,Basic EPS
Basic EPS,2024-12-31,16.08,NCC-B,income_statement,Basic EPS
Total Revenue,2021-12-31,30832000000.0,NIBE-B,income_statement,Total Revenue
Total Revenue,2022-12-31,40071000000.0,NIBE-B,income_statement,Total Revenue
Total Revenue,2023-12-31,46649000000.0,NIBE-B,income_statement,Total Revenue
Total Revenue,2024-12-31,40521000000.0,NIBE-B,income_statement,Total Revenue
Basic EPS,2021-12-31,1.65,NIBE-B,income_statement,Basic EPS
Basic EPS,2022-12-31,2.16,NIBE-B,income_statement,Basic EPS
Basic EPS,2023-12-31,2.37,NIBE-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.58,NIBE-B,income_statement,Basic EPS
Total Revenue,2021-12-31,11610000000.0,NOLA-B,income_statement,Total Revenue
Total Revenue,2022-12-31,10774000000.0,NOLA-B,income_statement,Total Revenue
Total Revenue,2023-12-31,9546000000.0,NOLA-B,income_statement,Total Revenue
Total Revenue,2024-12-31,9664000000.0,NOLA-B,income_statement,Total Revenue
Basic EPS,2021-12-31,4.32,NOLA-B,income_statement,Basic EPS
