Metric,Date,Value,Ticker,Segment,CAGR_Dimension
Total Revenue,2021-12-31,3140800000.0,THUNDR,income_statement,Total Revenue
Total Revenue,2022-12-31,2953300000.0,THUNDR,income_statement,Total Revenue
Total Revenue,2023-12-31,384400000.0,THUNDR,income_statement,Total Revenue
Total Revenue,2024-12-31,292800000.0,THUNDR,income_statement,Total Revenue
Basic EPS,2021-12-31,1.91,THUNDR,income_statement,Basic EPS
Basic EPS,2022-12-31,1.72,THUNDR,income_statement,Basic EPS
Basic EPS,2023-12-31,-8.96,THUNDR,income_statement,Basic EPS
Basic EPS,2024-12-31,-12.63,THUNDR,income_statement,Basic EPS
Total Revenue,2021-12-31,1288481000.0,ZZ-B,income_statement,Total Revenue
Total Revenue,2022-12-31,1356008000.0,ZZ-B,income_statement,Total Revenue
Total Revenue,2023-12-31,1674812000.0,ZZ-B,income_statement,Total Revenue
Total Revenue,2024-12-31,2094073000.0,ZZ-B,income_statement,Total Revenue
Basic EPS,2021-12-31,2.57,ZZ-B,income_statement,Basic EPS
Basic EPS,2022-12-31,2.01,ZZ-B,income_statement,Basic EPS
Basic EPS,2023-12-31,4.83,ZZ-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,ZZ-B,income_statement,Basic EPS
Total Revenue,2021-12-31,261238000.0,4C,income_statement,Total Revenue
Total Revenue,2022-12-31,331282000.0,4C,income_statement,Total Revenue
Total Revenue,2023-12-31,332101000.0,4C,income_statement,Total Revenue
Total Revenue,2024-12-31,343648000.0,4C,income_statement,Total Revenue
Basic EPS,2021-12-31,1.255199,4C,income_statement,Basic EPS
Basic EPS,2022-12-31,0.79,4C,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.27,4C,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.1,4C,income_statement,Basic EPS
Total Revenue,2021-12-31,1025702000.0,ACAST,income_statement,Total Revenue
Total Revenue,2022-12-31,1390366000.0,ACAST,income_statement,Total Revenue
Total Revenue,2023-12-31,1636371000.0,ACAST,income_statement,Total Revenue
Total Revenue,2024-12-31,1943701000.0,ACAST,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.91,ACAST,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.59,ACAST,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.99,ACAST,income_statement,Basic EPS
Basic EPS,2024-12-31,0.43,ACAST,income_statement,Basic EPS
Total Revenue,2021-12-31,101262000.0,ADVE,income_statement,Total Revenue
Total Revenue,2022-12-31,118407000.0,ADVE,income_statement,Total Revenue
Total Revenue,2023-12-31,148862000.0,ADVE,income_statement,Total Revenue
Total Revenue,2024-12-31,162167000.0,ADVE,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.46,ADVE,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.05,ADVE,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.09,ADVE,income_statement,Basic EPS
Basic EPS,2024-12-31,0.18,ADVE,income_statement,Basic EPS
Total Revenue,2021-12-31,390076000.0,AVEN,income_statement,Total Revenue
Total Revenue,2022-12-31,431489000.0,AVEN,income_statement,Total Revenue
Total Revenue,2023-12-31,413713000.0,AVEN,income_statement,Total Revenue
Total Revenue,2024-12-31,422250000.0,AVEN,income_statement,Total Revenue
Basic EPS,2021-12-31,0.47,AVEN,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.33,AVEN,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.13,AVEN,income_statement,Basic EPS
Basic EPS,2024-12-31,0.45,AVEN,income_statement,Basic EPS
Total Revenue,2021-12-31,26860000.0,BRIGHT,income_statement,Total Revenue
Total Revenue,2022-12-31,27346000.0,BRIGHT,income_statement,Total Revenue
Total Revenue,2023-12-31,57700000.0,BRIGHT,income_statement,Total Revenue
Total Revenue,2024-12-31,65742000.0,BRIGHT,income_statement,Total Revenue
Basic EPS,2021-12-31,11.142073,BRIGHT,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.600919,BRIGHT,income_statement,Basic EPS
Basic EPS,2023-12-31,-2.42149,BRIGHT,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,BRIGHT,income_statement,Basic EPS
Total Revenue,2021-12-31,652985000.0,CAG,income_statement,Total Revenue
Total Revenue,2022-12-31,799605000.0,CAG,income_statement,Total Revenue
Total Revenue,2023-12-31,893534000.0,CAG,income_statement,Total Revenue
Total Revenue,2024-12-31,872058000.0,CAG,income_statement,Total Revenue
Basic EPS,2021-12-31,4.36,CAG,income_statement,Basic EPS
Basic EPS,2022-12-31,6.79,CAG,income_statement,Basic EPS
Basic EPS,2023-12-31,7.46,CAG,income_statement,Basic EPS
Basic EPS,2024-12-31,6.78,CAG,income_statement,Basic EPS
Total Revenue,2021-12-31,560200000.0,CX,income_statement,Total Revenue
Total Revenue,2022-12-31,650500000.0,CX,income_statement,Total Revenue
Total Revenue,2023-12-31,765700000.0,CX,income_statement,Total Revenue
Total Revenue,2024-12-31,929900000.0,CX,income_statement,Total Revenue
Basic EPS,2021-12-31,3.674333,CX,income_statement,Basic EPS
Basic EPS,2022-12-31,2.14,CX,income_statement,Basic EPS
Basic EPS,2023-12-31,4.15,CX,income_statement,Basic EPS
Basic EPS,2024-12-31,2.82,CX,income_statement,Basic EPS
Total Revenue,2021-12-31,409759000.0,DEVP-B,income_statement,Total Revenue
Total Revenue,2022-12-31,527628000.0,DEVP-B,income_statement,Total Revenue
Total Revenue,2023-12-31,550427000.0,DEVP-B,income_statement,Total Revenue
Total Revenue,2024-12-31,528139000.0,DEVP-B,income_statement,Total Revenue
Basic EPS,2021-12-31,1.96,DEVP-B,income_statement,Basic EPS
Basic EPS,2022-12-31,3.56,DEVP-B,income_statement,Basic EPS
Basic EPS,2023-12-31,3.51,DEVP-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,DEVP-B,income_statement,Basic EPS
Total Revenue,2021-12-31,2520230000.0,DIST,income_statement,Total Revenue
Total Revenue,2022-12-31,2558530000.0,DIST,income_statement,Total Revenue
Total Revenue,2023-12-31,2112615000.0,DIST,income_statement,Total Revenue
Total Revenue,2024-12-31,1605838000.0,DIST,income_statement,Total Revenue
Basic EPS,2021-12-31,2.793611,DIST,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.21,DIST,income_statement,Basic EPS
Basic EPS,2023-12-31,-17.63,DIST,income_statement,Basic EPS
Basic EPS,2024-12-31,-1.4,DIST,income_statement,Basic EPS
Total Revenue,2021-12-31,478560000.0,FRACTL,income_statement,Total Revenue
Total Revenue,2022-12-31,485567000.0,FRACTL,income_statement,Total Revenue
Total Revenue,2023-12-31,773260000.0,FRACTL,income_statement,Total Revenue
Total Revenue,2024-12-31,697903000.0,FRACTL,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.149659,FRACTL,income_statement,Basic EPS
Basic EPS,2022-12-31,0.367177,FRACTL,income_statement,Basic EPS
Basic EPS,2023-12-31,3.0,FRACTL,income_statement,Basic EPS
Basic EPS,2024-12-31,1.6,FRACTL,income_statement,Basic EPS
Total Revenue,2021-12-31,20636000.0,FREJA,income_statement,Total Revenue
Total Revenue,2022-12-31,29422000.0,FREJA,income_statement,Total Revenue
Total Revenue,2023-12-31,36293000.0,FREJA,income_statement,Total Revenue
Total Revenue,2024-12-31,43907000.0,FREJA,income_statement,Total Revenue
Basic EPS,2021-12-31,-2.93,FREJA,income_statement,Basic EPS
Basic EPS,2022-12-31,-2.05,FREJA,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.59,FREJA,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,FREJA,income_statement,Basic EPS
Total Revenue,2020-12-31,63027000.0,GIG-SDB,income_statement,Total Revenue
Total Revenue,2021-12-31,82574000.0,GIG-SDB,income_statement,Total Revenue
Total Revenue,2023-12-31,37800000.0,GIG-SDB,income_statement,Total Revenue
Total Revenue,2024-12-31,31800000.0,GIG-SDB,income_statement,Total Revenue
Basic EPS,2020-12-31,-0.131277,GIG-SDB,income_statement,Basic EPS
Basic EPS,2021-12-31,-0.00046,GIG-SDB,income_statement,Basic EPS
Basic EPS,2023-12-31,0.034148,GIG-SDB,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.595362,GIG-SDB,income_statement,Basic EPS
Total Revenue,2021-12-31,185064000.0,MNTC,income_statement,Total Revenue
Total Revenue,2022-12-31,217954000.0,MNTC,income_statement,Total Revenue
Total Revenue,2023-12-31,273610000.0,MNTC,income_statement,Total Revenue
Total Revenue,2024-12-31,290329000.0,MNTC,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.18,MNTC,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.22,MNTC,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.11,MNTC,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.72,MNTC,income_statement,Basic EPS
Total Revenue,2021-12-31,43618000.0,ONEF,income_statement,Total Revenue
Total Revenue,2022-12-31,69179000.0,ONEF,income_statement,Total Revenue
Total Revenue,2023-12-31,100501000.0,ONEF,income_statement,Total Revenue
Total Revenue,2024-12-31,135734000.0,ONEF,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.223279,ONEF,income_statement,Basic EPS
Basic EPS,2022-12-31,-2.89,ONEF,income_statement,Basic EPS
Basic EPS,2023-12-31,-3.8,ONEF,income_statement,Basic EPS
Basic EPS,2024-12-31,-3.09,ONEF,income_statement,Basic EPS
Total Revenue,2021-12-31,248648261.0,PRCO-B,income_statement,Total Revenue
Total Revenue,2022-12-31,213020636.0,PRCO-B,income_statement,Total Revenue
Total Revenue,2023-12-31,213491394.0,PRCO-B,income_statement,Total Revenue
Total Revenue,2024-12-31,173063785.0,PRCO-B,income_statement,Total Revenue
Basic EPS,2021-12-31,1.87,PRCO-B,income_statement,Basic EPS
Basic EPS,2022-12-31,1.74,PRCO-B,income_statement,Basic EPS
Basic EPS,2023-12-31,20.03,PRCO-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.87,PRCO-B,income_statement,Basic EPS
Total Revenue,2021-12-31,1369000.0,TERRNT-B,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,TERRNT-B,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,TERRNT-B,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,TERRNT-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.140627,TERRNT-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.082721,TERRNT-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.14666,TERRNT-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,TERRNT-B,income_statement,Basic EPS
Total Revenue,2021-12-31,179950000.0,AAC,income_statement,Total Revenue
Total Revenue,2022-12-31,196718000.0,AAC,income_statement,Total Revenue
Total Revenue,2023-12-31,276605000.0,AAC,income_statement,Total Revenue
Total Revenue,2024-12-31,352857000.0,AAC,income_statement,Total Revenue
Basic EPS,2021-12-31,-11.26873,AAC,income_statement,Basic EPS
Basic EPS,2022-12-31,-11.82,AAC,income_statement,Basic EPS
Basic EPS,2023-12-31,-8.73,AAC,income_statement,Basic EPS
Basic EPS,2024-12-31,-1.0,AAC,income_statement,Basic EPS
Total Revenue,2021-12-31,213605000.0,GOMX,income_statement,Total Revenue
Total Revenue,2022-12-31,198379000.0,GOMX,income_statement,Total Revenue
Total Revenue,2023-12-31,237841000.0,GOMX,income_statement,Total Revenue
Total Revenue,2024-12-31,257046000.0,GOMX,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.392364,GOMX,income_statement,Basic EPS
Basic EPS,2022-12-31,-3.76,GOMX,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.91,GOMX,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,GOMX,income_statement,Basic EPS
Total Revenue,2021-12-31,14303043.0,AGTIRA-B,income_statement,Total Revenue
Total Revenue,2022-12-31,25545455.0,AGTIRA-B,income_statement,Total Revenue
Total Revenue,2023-12-31,35524000.0,AGTIRA-B,income_statement,Total Revenue
Total Revenue,2024-12-31,31034000.0,AGTIRA-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.502488,AGTIRA-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.440443,AGTIRA-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.575485,AGTIRA-B,income_statement,Basic EPS
Basic EPS,2024-12-31,-1.539474,AGTIRA-B,income_statement,Basic EPS
Total Revenue,2021-12-31,8749000.0,ARCTIC,income_statement,Total Revenue
Total Revenue,2022-12-31,9441000.0,ARCTIC,income_statement,Total Revenue
Total Revenue,2023-12-31,6415000.0,ARCTIC,income_statement,Total Revenue
Total Revenue,2024-12-31,5130000.0,ARCTIC,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.864265,ARCTIC,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.946862,ARCTIC,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.700853,ARCTIC,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.64,ARCTIC,income_statement,Basic EPS
Total Revenue,2021-12-31,2573000.0,DUG,income_statement,Total Revenue
Total Revenue,2022-12-31,2541000.0,DUG,income_statement,Total Revenue
Total Revenue,2023-12-31,4817000.0,DUG,income_statement,Total Revenue
Total Revenue,2024-12-31,953000.0,DUG,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.511525,DUG,income_statement,Basic EPS
Basic EPS,2022-12-31,-2.901355,DUG,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.68,DUG,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.23,DUG,income_statement,Basic EPS
Total Revenue,2021-12-31,2266765000.0,HAYPP,income_statement,Total Revenue
Total Revenue,2022-12-31,2598813000.0,HAYPP,income_statement,Total Revenue
Total Revenue,2023-12-31,3165720000.0,HAYPP,income_statement,Total Revenue
Total Revenue,2024-12-31,3679800000.0,HAYPP,income_statement,Total Revenue
Basic EPS,2021-12-31,-1.19,HAYPP,income_statement,Basic EPS
Basic EPS,2022-12-31,0.69,HAYPP,income_statement,Basic EPS
Basic EPS,2023-12-31,0.17,HAYPP,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,HAYPP,income_statement,Basic EPS
Total Revenue,2021-12-31,37100000.0,HERNO-B,income_statement,Total Revenue
Total Revenue,2022-12-31,46200000.0,HERNO-B,income_statement,Total Revenue
Total Revenue,2023-12-31,51070602.0,HERNO-B,income_statement,Total Revenue
Total Revenue,2024-12-31,50343375.0,HERNO-B,income_statement,Total Revenue
Basic EPS,2021-12-31,0.227887,HERNO-B,income_statement,Basic EPS
Basic EPS,2022-12-31,0.200932,HERNO-B,income_statement,Basic EPS
Basic EPS,2023-12-31,0.197092,HERNO-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.162501,HERNO-B,income_statement,Basic EPS
Total Revenue,2021-12-31,59571000.0,HIGHCO-B,income_statement,Total Revenue
Total Revenue,2022-12-31,60532000.0,HIGHCO-B,income_statement,Total Revenue
Total Revenue,2023-12-31,57752000.0,HIGHCO-B,income_statement,Total Revenue
Total Revenue,2024-12-31,61129000.0,HIGHCO-B,income_statement,Total Revenue
Basic EPS,2021-12-31,2.107011,HIGHCO-B,income_statement,Basic EPS
Basic EPS,2022-12-31,1.61,HIGHCO-B,income_statement,Basic EPS
Basic EPS,2023-12-31,0.15,HIGHCO-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,HIGHCO-B,income_statement,Basic EPS
Total Revenue,2021-12-31,9148218.0,INT,income_statement,Total Revenue
Total Revenue,2022-12-31,57784000.0,INT,income_statement,Total Revenue
Total Revenue,2023-12-31,186493000.0,INT,income_statement,Total Revenue
Total Revenue,2024-12-31,265281000.0,INT,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.202012,INT,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.72,INT,income_statement,Basic EPS
Basic EPS,2023-12-31,2.36,INT,income_statement,Basic EPS
Basic EPS,2024-12-31,2.49,INT,income_statement,Basic EPS
Total Revenue,2021-12-31,514845000.0,NNH,income_statement,Total Revenue
Total Revenue,2022-12-31,487501000.0,NNH,income_statement,Total Revenue
Total Revenue,2023-12-31,533849000.0,NNH,income_statement,Total Revenue
Total Revenue,2024-12-31,550307000.0,NNH,income_statement,Total Revenue
Basic EPS,2021-12-31,3.44,NNH,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.46,NNH,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.0,NNH,income_statement,Basic EPS
Basic EPS,2024-12-31,-1.24,NNH,income_statement,Basic EPS
Total Revenue,2021-12-31,56000.0,NICO,income_statement,Total Revenue
Total Revenue,2022-12-31,150000.0,NICO,income_statement,Total Revenue
Total Revenue,2023-12-31,163000.0,NICO,income_statement,Total Revenue
Total Revenue,2024-12-31,394000.0,NICO,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.28,NICO,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.27,NICO,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.28,NICO,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.28,NICO,income_statement,Basic EPS
Total Revenue,2021-12-31,321832000.0,SNX,income_statement,Total Revenue
Total Revenue,2022-12-31,323456000.0,SNX,income_statement,Total Revenue
Total Revenue,2023-12-31,370677000.0,SNX,income_statement,Total Revenue
Total Revenue,2024-12-31,453826000.0,SNX,income_statement,Total Revenue
Basic EPS,2021-12-31,0.28,SNX,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.616527,SNX,income_statement,Basic EPS
Basic EPS,2023-12-31,0.07,SNX,income_statement,Basic EPS
Basic EPS,2024-12-31,0.73,SNX,income_statement,Basic EPS
Total Revenue,2021-12-31,6137000.0,SIMRIS-B,income_statement,Total Revenue
Total Revenue,2022-12-31,4080000.0,SIMRIS-B,income_statement,Total Revenue
Total Revenue,2023-12-31,4354000.0,SIMRIS-B,income_statement,Total Revenue
Total Revenue,2024-12-31,2890000.0,SIMRIS-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.345819,SIMRIS-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.171506,SIMRIS-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.163169,SIMRIS-B,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.099419,SIMRIS-B,income_statement,Basic EPS
Total Revenue,2021-12-31,213957000.0,SKMO,income_statement,Total Revenue
Total Revenue,2022-12-31,271960000.0,SKMO,income_statement,Total Revenue
Total Revenue,2023-12-31,271133000.0,SKMO,income_statement,Total Revenue
Total Revenue,2024-12-31,265051000.0,SKMO,income_statement,Total Revenue
Basic EPS,2021-12-31,1.99,SKMO,income_statement,Basic EPS
Basic EPS,2022-12-31,1.89,SKMO,income_statement,Basic EPS
Basic EPS,2023-12-31,1.34,SKMO,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,SKMO,income_statement,Basic EPS
Total Revenue,2021-12-31,770441000.0,SECARE,income_statement,Total Revenue
Total Revenue,2022-12-31,1843300000.0,SECARE,income_statement,Total Revenue
Total Revenue,2023-12-31,2338300000.0,SECARE,income_statement,Total Revenue
Total Revenue,2024-12-31,2539900000.0,SECARE,income_statement,Total Revenue
Basic EPS,2021-12-31,0.49,SECARE,income_statement,Basic EPS
Basic EPS,2022-12-31,0.61,SECARE,income_statement,Basic EPS
Basic EPS,2023-12-31,0.37,SECARE,income_statement,Basic EPS
Basic EPS,2024-12-31,0.62,SECARE,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,AEC,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,AEC,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,AEC,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,AEC,income_statement,Total Revenue
Basic EPS,2021-12-31,0.02,AEC,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.01,AEC,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.09,AEC,income_statement,Basic EPS
Basic EPS,2024-12-31,-0.07,AEC,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,CIRCLE-B,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,CIRCLE-B,income_statement,Total Revenue
Total Revenue,2023-12-31,0.0,CIRCLE-B,income_statement,Total Revenue
Total Revenue,2024-12-31,218000.0,CIRCLE-B,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.076236,CIRCLE-B,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.310975,CIRCLE-B,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.027248,CIRCLE-B,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,CIRCLE-B,income_statement,Basic EPS
Total Revenue,2021-12-31,10186074.0,META,income_statement,Total Revenue
Total Revenue,2022-12-31,63825367.0,META,income_statement,Total Revenue
Total Revenue,2023-12-31,60127749.0,META,income_statement,Total Revenue
Total Revenue,2024-12-31,40375554.0,META,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.115109,META,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.147222,META,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.23,META,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,META,income_statement,Basic EPS
Total Revenue,2021-12-31,0.0,MINEST,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,MINEST,income_statement,Total Revenue
Total Revenue,2023-12-31,391000.0,MINEST,income_statement,Total Revenue
Total Revenue,2024-12-31,75000.0,MINEST,income_statement,Total Revenue
Basic EPS,2021-12-31,-0.103874,MINEST,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.587519,MINEST,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.17,MINEST,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,MINEST,income_statement,Basic EPS
Total Revenue,2020-08-31,0.0,STW,income_statement,Total Revenue
Total Revenue,2022-12-31,0.0,STW,income_statement,Total Revenue
Total Revenue,2023-12-31,51620.0,STW,income_statement,Total Revenue
Total Revenue,2024-12-31,0.0,STW,income_statement,Total Revenue
Basic EPS,2020-08-31,-3.270314,STW,income_statement,Basic EPS
Basic EPS,2022-12-31,-5.68,STW,income_statement,Basic EPS
Basic EPS,2023-12-31,-2.94,STW,income_statement,Basic EPS
Basic EPS,2024-12-31,-3.07,STW,income_statement,Basic EPS
Total Revenue,2021-12-31,102323000.0,SNM,income_statement,Total Revenue
Total Revenue,2022-12-31,176665000.0,SNM,income_statement,Total Revenue
Total Revenue,2023-12-31,82886000.0,SNM,income_statement,Total Revenue
Total Revenue,2024-12-31,109392000.0,SNM,income_statement,Total Revenue
Basic EPS,2021-12-31,0.01,SNM,income_statement,Basic EPS
Basic EPS,2022-12-31,0.05,SNM,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.01,SNM,income_statement,Basic EPS
Basic EPS,2024-12-31,0.03,SNM,income_statement,Basic EPS
Total Revenue,2021-12-31,912697000.0,SOLT,income_statement,Total Revenue
Total Revenue,2022-12-31,1931412000.0,SOLT,income_statement,Total Revenue
Total Revenue,2023-12-31,2904405000.0,SOLT,income_statement,Total Revenue
Total Revenue,2024-12-31,2405832000.0,SOLT,income_statement,Total Revenue
Basic EPS,2021-12-31,0.86,SOLT,income_statement,Basic EPS
Basic EPS,2022-12-31,-1.73,SOLT,income_statement,Basic EPS
Basic EPS,2023-12-31,-1.24,SOLT,income_statement,Basic EPS
Basic EPS,2024-12-31,-2.1,SOLT,income_statement,Basic EPS
Total Revenue,2021-12-31,5257000000.0,ALM,income_statement,Total Revenue
Total Revenue,2022-12-31,6902000000.0,ALM,income_statement,Total Revenue
Total Revenue,2023-12-31,2386000000.0,ALM,income_statement,Total Revenue
Total Revenue,2024-12-31,3127000000.0,ALM,income_statement,Total Revenue
Basic EPS,2021-12-31,314.42,ALM,income_statement,Basic EPS
Basic EPS,2022-12-31,-78.63,ALM,income_statement,Basic EPS
Basic EPS,2023-12-31,-193.78,ALM,income_statement,Basic EPS
Basic EPS,2024-12-31,-73.66,ALM,income_statement,Basic EPS
Total Revenue,2021-12-31,5257000000.0,ALM-PREF,income_statement,Total Revenue
Total Revenue,2022-12-31,6902000000.0,ALM-PREF,income_statement,Total Revenue
Total Revenue,2023-12-31,2386000000.0,ALM-PREF,income_statement,Total Revenue
Total Revenue,2024-12-31,3127000000.0,ALM-PREF,income_statement,Total Revenue
Basic EPS,2021-12-31,314.42,ALM-PREF,income_statement,Basic EPS
Basic EPS,2022-12-31,-78.63,ALM-PREF,income_statement,Basic EPS
Basic EPS,2023-12-31,-193.78,ALM-PREF,income_statement,Basic EPS
Basic EPS,2024-12-31,-73.66,ALM-PREF,income_statement,Basic EPS
Total Revenue,2021-12-31,41929000.0,BONAS,income_statement,Total Revenue
Total Revenue,2022-12-31,37814000.0,BONAS,income_statement,Total Revenue
Total Revenue,2023-12-31,46605000.0,BONAS,income_statement,Total Revenue
Total Revenue,2024-12-31,49132000.0,BONAS,income_statement,Total Revenue
Basic EPS,2021-12-31,64.54,BONAS,income_statement,Basic EPS
Basic EPS,2022-12-31,-10.9,BONAS,income_statement,Basic EPS
Basic EPS,2023-12-31,-14.458929,BONAS,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,BONAS,income_statement,Basic EPS
Total Revenue,2021-12-31,10900000.0,DOXA,income_statement,Total Revenue
Total Revenue,2022-12-31,5200000.0,DOXA,income_statement,Total Revenue
Total Revenue,2023-12-31,9900000.0,DOXA,income_statement,Total Revenue
Total Revenue,2024-12-31,15500000.0,DOXA,income_statement,Total Revenue
Basic EPS,2021-12-31,0.533225,DOXA,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.11142,DOXA,income_statement,Basic EPS
Basic EPS,2023-12-31,0.75,DOXA,income_statement,Basic EPS
Basic EPS,2024-12-31,-2.374796,DOXA,income_statement,Basic EPS
Total Revenue,2021-12-31,72255000.0,KAPIAB,income_statement,Total Revenue
Total Revenue,2022-12-31,76021000.0,KAPIAB,income_statement,Total Revenue
Total Revenue,2023-12-31,84961000.0,KAPIAB,income_statement,Total Revenue
Total Revenue,2024-12-31,89907000.0,KAPIAB,income_statement,Total Revenue
Basic EPS,2021-12-31,29.29,KAPIAB,income_statement,Basic EPS
Basic EPS,2022-12-31,14.93,KAPIAB,income_statement,Basic EPS
Basic EPS,2023-12-31,2.89,KAPIAB,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,KAPIAB,income_statement,Basic EPS
Total Revenue,2021-12-31,31840108.0,LINKAB,income_statement,Total Revenue
Total Revenue,2022-12-31,38479597.0,LINKAB,income_statement,Total Revenue
Total Revenue,2023-12-31,43800000.0,LINKAB,income_statement,Total Revenue
Total Revenue,2024-12-31,40800000.0,LINKAB,income_statement,Total Revenue
Basic EPS,2021-12-31,7.978165,LINKAB,income_statement,Basic EPS
Basic EPS,2022-12-31,6.901071,LINKAB,income_statement,Basic EPS
Basic EPS,2023-12-31,11.09,LINKAB,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,LINKAB,income_statement,Basic EPS
Total Revenue,2021-12-31,64199702.0,SOLNA,income_statement,Total Revenue
Total Revenue,2022-12-31,64277785.0,SOLNA,income_statement,Total Revenue
Total Revenue,2023-12-31,75558000.0,SOLNA,income_statement,Total Revenue
Total Revenue,2024-12-31,80966000.0,SOLNA,income_statement,Total Revenue
Basic EPS,2021-12-31,1.355203,SOLNA,income_statement,Basic EPS
Basic EPS,2022-12-31,-0.528717,SOLNA,income_statement,Basic EPS
Basic EPS,2023-12-31,-0.79,SOLNA,income_statement,Basic EPS
Basic EPS,2024-12-31,0.0,SOLNA,income_statement,Basic EPS
Total Revenue,2021-12-31,47434000.0,TINGS-A,income_statement,Total Revenue
Total Revenue,2022-12-31,76106000.0,TINGS-A,income_statement,Total Revenue
