Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_40,SMA_120,Close_10_%_D,10_40_%_D,40_120_%_D,RSI,earningsGrowth,revenueGrowth,profitMargins,grossMargins,returnOnEquity,debtToEquity,priceToBook,forwardPE,longName,sector,longBusinessSummary
2022-06-27,34.81048276411991,34.81048276411991,33.291772345391095,33.851295471191406,2440,0.0,0.0,,,,,,,,,0.09,0.020480001,0.25596002,0.06441,60.772,1.4029067,11.0099,Bokusgruppen AB (publ),Consumer Cyclical,"Bokusgruppen AB (publ) operates as a book retailer in Sweden. It offers books, e-books, audio books, games, puzzles, and play and creative creation products. The company also operates bokus.com, an online bookstore; and retail stores under the Akademibokhandeln brand. In addition, it offers Bokus Play, a subscription service for audio and e-books. The company was founded in 1971 and is headquartered in Stockholm, Sweden."
2022-06-28,34.45079033909618,34.45079033909618,32.732249202211236,33.571537017822266,3618,0.0,0.0,,,,,,,0.0,,0.09,0.020480001,0.25596002,0.06441,60.772,1.4029067,11.0099,Bokusgruppen AB (publ),Consumer Cyclical,"Bokusgruppen AB (publ) operates as a book retailer in Sweden. It offers books, e-books, audio books, games, puzzles, and play and creative creation products. The company also operates bokus.com, an online bookstore; and retail stores under the Akademibokhandeln brand. In addition, it offers Bokus Play, a subscription service for audio and e-books. The company was founded in 1971 and is headquartered in Stockholm, Sweden."
2022-06-29,33.57153887622824,34.490760803222656,32.612351441358584,34.490760803222656,4903,0.0,0.0,,,,,,,77.96642759895141,,0.09,0.020480001,0.25596002,0.06441,60.772,1.4029067,11.0099,Bokusgruppen AB (publ),Consumer Cyclical,"Bokusgruppen AB (publ) operates as a book retailer in Sweden. It offers books, e-books, audio books, games, puzzles, and play and creative creation products. The company also operates bokus.com, an online bookstore; and retail stores under the Akademibokhandeln brand. In addition, it offers Bokus Play, a subscription service for audio and e-books. The company was founded in 1971 and is headquartered in Stockholm, Sweden."
2022-06-30,34.490757785517644,34.490757785517644,32.61234858800151,33.53157043457031,2885,0.0,0.0,,,,,,,41.55672243054583,,0.09,0.020480001,0.25596002,0.06441,60.772,1.4029067,11.0099,Bokusgruppen AB (publ),Consumer Cyclical,"Bokusgruppen AB (publ) operates as a book retailer in Sweden. It offers books, e-books, audio books, games, puzzles, and play and creative creation products. The company also operates bokus.com, an online bookstore; and retail stores under the Akademibokhandeln brand. In addition, it offers Bokus Play, a subscription service for audio and e-books. The company was founded in 1971 and is headquartered in Stockholm, Sweden."
2022-07-01,33.53157063995499,33.53157063995499,32.81217936004501,33.171875,4985,0.0,0.0,,,,,,,34.962969911775204,,0.09,0.020480001,0.25596002,0.06441,60.772,1.4029067,11.0099,Bokusgruppen AB (publ),Consumer Cyclical,"Bokusgruppen AB (publ) operates as a book retailer in Sweden. It offers books, e-books, audio books, games, puzzles, and play and creative creation products. The company also operates bokus.com, an online bookstore; and retail stores under the Akademibokhandeln brand. In addition, it offers Bokus Play, a subscription service for audio and e-books. The company was founded in 1971 and is headquartered in Stockholm, Sweden."
2022-07-04,32.77221922032974,33.9712028503418,31.972896800321692,33.9712028503418,2900,0.0,0.0,,,,,,,52.862230373080706,,0.09,0.020480001,0.25596002,0.06441,60.772,1.4029067,11.0099,Bokusgruppen AB (publ),Consumer Cyclical,"Bokusgruppen AB (publ) operates as a book retailer in Sweden. It offers books, e-books, audio books, games, puzzles, and play and creative creation products. The company also operates bokus.com, an online bookstore; and retail stores under the Akademibokhandeln brand. In addition, it offers Bokus Play, a subscription service for audio and e-books. The company was founded in 1971 and is headquartered in Stockholm, Sweden."
2022-07-05,34.05112711455386,34.37085723876953,31.97289045466933,34.37085723876953,1548,0.0,0.0,,,,,,,58.9460174326081,,0.09,0.020480001,0.25596002,0.06441,60.772,1.4029067,11.0099,Bokusgruppen AB (publ),Consumer Cyclical,"Bokusgruppen AB (publ) operates as a book retailer in Sweden. It offers books, e-books, audio books, games, puzzles, and play and creative creation products. The company also operates bokus.com, an online bookstore; and retail stores under the Akademibokhandeln brand. In addition, it offers Bokus Play, a subscription service for audio and e-books. The company was founded in 1971 and is headquartered in Stockholm, Sweden."
2022-07-06,34.370855961930744,34.370855961930744,33.57153373025794,34.21099090576172,3519,0.0,0.0,,,,,,,55.84133030087862,,0.09,0.020480001,0.25596002,0.06441,60.772,1.4029067,11.0099,Bokusgruppen AB (publ),Consumer Cyclical,"Bokusgruppen AB (publ) operates as a book retailer in Sweden. It offers books, e-books, audio books, games, puzzles, and play and creative creation products. The company also operates bokus.com, an online bookstore; and retail stores under the Akademibokhandeln brand. In addition, it offers Bokus Play, a subscription service for audio and e-books. The company was founded in 1971 and is headquartered in Stockholm, Sweden."
2022-07-07,31.972892397925968,34.37085932777042,31.972892397925968,33.571537017822266,604,0.0,0.0,,,,,,,45.51482925023187,,0.09,0.020480001,0.25596002,0.06441,60.772,1.4029067,11.0099,Bokusgruppen AB (publ),Consumer Cyclical,"Bokusgruppen AB (publ) operates as a book retailer in Sweden. It offers books, e-books, audio books, games, puzzles, and play and creative creation products. The company also operates bokus.com, an online bookstore; and retail stores under the Akademibokhandeln brand. In addition, it offers Bokus Play, a subscription service for audio and e-books. The company was founded in 1971 and is headquartered in Stockholm, Sweden."
2022-07-08,33.5715349774028,34.37085723876953,32.292620578885,34.37085723876953,227,0.0,0.0,33.91124839782715,,,1.3553285787373999,,,56.374849334113065,,0.09,0.020480001,0.25596002,0.06441,60.772,1.4029067,11.0099,Bokusgruppen AB (publ),Consumer Cyclical,"Bokusgruppen AB (publ) operates as a book retailer in Sweden. It offers books, e-books, audio books, games, puzzles, and play and creative creation products. The company also operates bokus.com, an online bookstore; and retail stores under the Akademibokhandeln brand. In addition, it offers Bokus Play, a subscription service for audio and e-books. The company was founded in 1971 and is headquartered in Stockholm, Sweden."
2022-07-11,34.370856157494146,34.370856157494146,33.01200774608433,34.33089065551758,3086,0.0,0.0,33.959207916259764,,,1.094497669599211,,,55.77621413337647,,0.09,0.020480001,0.25596002,0.06441,60.772,1.4029067,11.0099,Bokusgruppen AB (publ),Consumer Cyclical,"Bokusgruppen AB (publ) operates as a book retailer in Sweden. It offers books, e-books, audio books, games, puzzles, and play and creative creation products. The company also operates bokus.com, an online bookstore; and retail stores under the Akademibokhandeln brand. In addition, it offers Bokus Play, a subscription service for audio and e-books. The company was founded in 1971 and is headquartered in Stockholm, Sweden."
2022-07-12,33.571538529334,34.330895367808246,32.9720467698816,34.25096130371094,192,0.0,0.0,34.027150344848636,,,0.6577422928281873,,,54.52911982719998,,0.09,0.020480001,0.25596002,0.06441,60.772,1.4029067,11.0099,Bokusgruppen AB (publ),Consumer Cyclical,"Bokusgruppen AB (publ) operates as a book retailer in Sweden. It offers books, e-books, audio books, games, puzzles, and play and creative creation products. The company also operates bokus.com, an online bookstore; and retail stores under the Akademibokhandeln brand. In addition, it offers Bokus Play, a subscription service for audio and e-books. The company was founded in 1971 and is headquartered in Stockholm, Sweden."
